Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Internet Movie Database,Language,Metacritic,Metascore,Plot,Poster,Production,Rated,Released,Response,Rotten Tomatoes,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,movie_id,totalSeasons
"VerÃ_nica Echegui, ÃÅlex GarcÃ_a, Alba Galocha, David Verdaguer",2 nominations.,N/A,Spain,N/A,Maria Ripoll,Comedy,4.7/10,Spanish,,N/A,The lifes of a Madrid-based feather-fashion designer and her whole family's completely tumbles after the appearance of a musician long-lost highschool crush who is involved with her model sister.,https://m.media-amazon.com/images/M/MV5BYTFlMjZhZDAtNTFlMi00NzI3LTljZWYtZjhlMTdhZjFlNWNmXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,N/A,R,11-Nov-16,TRUE,,98 min,No culpes al karma de lo que te pasa por gilipollas,movie,N/A,"Breixo Corral, Carlos Montero, Laura Norton (novel)",2016,tt5433520,4.7,649,5319,
"Irma Adlawan, Lannifel Aguilan, Acey Aguilar, Joem Bascon",3 wins & 12 nominations.,N/A,Philippines,N/A,Alvin Yapan,"Crime, Drama, Thriller",6.2/10,"Filipino, Tagalog",,N/A,"The film is about the lives of simple folk caught between the crossfire of Kapitana accused of political patronage, and Patrol Kalikasan using the environment as a front for their own ...",https://images-na.ssl-images-amazon.com/images/M/MV5BYmExNjhhODQtNTliZi00MWI0LWI5Y2QtYzAwNTU0YzY2NDIxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTgwMTQyNjY@._V1_SX300.jpg,Apache Films,N/A,25-Dec-16,TRUE,40%,110 min,Oro,movie,N/A,Alvin Yapan,2016,tt6271528,6.2,105,5320,
Mokan Rono,N/A,N/A,"Argentina, Peru",N/A,Georgina Barreiro,"Documentary, Drama",7.7/10,Aboriginal,,N/A,"Icaros explores the spiritual universe of the Shipibo indigenous people who live by the Ucayali river, one of the main tributaries of the Peruvian Amazon. Young Mokan Rono sets outs on a ...",https://images-na.ssl-images-amazon.com/images/M/MV5BYTM2YWRhYzAtMTM2Mi00Njk3LTlmYWYtNWYwYmEzYTQ3OTRhXkEyXkFqcGdeQXVyMjIwNDU3NTk@._V1_SX300.jpg,N/A,N/A,23-Mar-14,TRUE,,70 min,Icaros,movie,N/A,Georgina Barreiro,2014,tt3391710,7.7,24,5321,
"Ronald Reagan, Nancy Reagan, Mikhail Gorbachev, George Bush",1 win & 5 nominations.,N/A,USA,N/A,"Sierra Pettengill, Pacho Velez",Documentary,6.3/10,English,66/100,66,"Made up entirely of archival news and White House footage, this documentary captures the pageantry, absurdity, and mastery of the made-for-TV politics of Ronald Reagan.",https://ia.media-imdb.com/images/M/MV5BYWMyMmNmNTctZjIwNC00Nzc2LWI4ZTgtYzU3MTNmZWU0NThkXkEyXkFqcGdeQXVyMjUyNTc5Nzg@._V1_SX300.jpg,N/A,TV-PG,30-Jun-17,TRUE,78%,74 min,The Reagan Show,movie,N/A,"Josh Alexander, Francisco Bello, Pacho Velez",2017,tt6710658,6.3,198,5322,
"David Lee Smith, John Billingsley, Brittany Curran, William Katt",N/A,N/A,USA,27-Feb-18,Richard Schenkman,"Drama, Fantasy, Sci-Fi",5.3/10,English,,N/A,"A 14,000-year-old college professor notices that he has finally started showing signs of aging. Meanwhile, four of his students get suspicious of him and start investigating his past.",https://m.media-amazon.com/images/M/MV5BYzUxNmQxYzQtZmFmZi00MmMwLTgyM2YtMjdiNzQ4ZWJkYTg0XkEyXkFqcGdeQXVyMDgyMjg4Nw@@._V1_SX300.jpg,Falling Sky Entertainment,N/A,15-Jan-18,TRUE,60%,98 min,The Man from Earth: Holocene,movie,http://www.manfromearth.com/holocene/,"Emerson Bixby (screenplay by), Jerome Bixby (based on characters created by), Richard Schenkman (screenplay by), Richard Schenkman (story by), Eric D. Wilkinson (story by)",2017,tt5770864,5.3,"5,325",5323,
"Mi Yang, Wallace Huo, Shih-Chieh King, Chang Liu",1 nomination.,"$98,574",China,6-Feb-18,Hong-Seung Yoon,"Action, Sci-Fi",5.2/10,Mandarin,,N/A,"When her son is kidnapped, the inventor of a time machine teams up with multiple versions of her future self to rescue him.",https://m.media-amazon.com/images/M/MV5BNGY5MjNhYzctYWZmMS00ZjMzLWEyODQtOTFlYzMwZWVjZTM5XkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_SX300.jpg,Well Go USA Entertainment,N/A,30-Jun-17,TRUE,50%,105 min,Reset,movie,N/A,N/A,2017,tt5342650,5.2,688,5324,
"Jean Bush, Kiara Howard, Ambrosio Huffington, Honlenny Huffington",1 win & 1 nomination.,"&pound;3,350",Colombia,N/A,Samir Oliveros,"Comedy, Drama",7.4/10,Creole,,N/A,"After accidentally killing a bearded goat with their father's truck, two incompatible siblings in their teenage years, embark on a journey of reconciliation.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjg4ZTcxOTMtYTYyNi00NmQ1LThhYTQtYTk5NWQyYWU4MDRiXkEyXkFqcGdeQXVyNTY4NDczOTM@._V1_SX300.jpg,N/A,N/A,10-Mar-17,TRUE,,76 min,Bad Lucky Goat,movie,N/A,N/A,2017,tt6094944,7.4,94,5325,
"Paul Levesque, Ben Webb, Michael Coulthard, Darren Matthews",N/A,N/A,"UK, USA",N/A,N/A,Sport,7.9/10,English,,N/A,"Hailed from the Empress Ballroom in Blackpool, England. The WWE will crown their very first United Kingdom Champion.",https://images-na.ssl-images-amazon.com/images/M/MV5BM2Q3MGM0ZTgtZTRhZi00NzQzLThmYTUtOTRmODA3NWUzYjIzL2ltYWdlXkEyXkFqcGdeQXVyMzQwNDk2ODM@._V1_SX300.jpg,N/A,N/A,14-Jan-17,TRUE,,240 min,WWE United Kingdom Championship Tournament,movie,N/A,N/A,2017,tt6339382,7.9,73,5326,
"Wilma Subra, Cheryl Slavant, David Bouie",N/A,N/A,USA,N/A,"Natalie Kottke, Erica Sardarian",Documentary,N/A,English,N/A,N/A,A company is killing a company town.,https://images-na.ssl-images-amazon.com/images/M/MV5BZjBmMDY1YmQtN2M2My00ZDY4LWI2OTItZTJmYjI1ZjBlMDYwXkEyXkFqcGdeQXVyMTUyODE4MDA@._V1_SX300.jpg,Snitow-Kaufman Productions,N/A,9-Oct-16,TRUE,N/A,90 min,Company Town,movie,http://www.snitow-kaufman.org/category/films/,"Natalie Kottke, Erica Sardarian",2016,tt5619338,N/A,N/A,5327,
N/A,9 wins & 2 nominations.,N/A,Iran,N/A,Mehrdad Oskouei,Documentary,8.0/10,Persian,85/100,85,"Teenage girls consigned to the Iranian ""Correctional and Rehabilitation Centre"" discuss their troubled lives and reveal what brought them there.",https://images-na.ssl-images-amazon.com/images/M/MV5BODc1NTY5ODM3N15BMl5BanBnXkFtZTgwNzM4OTg3MDI@._V1_SX300.jpg,N/A,N/A,20-Sep-17,TRUE,,76 min,Starless Dreams,movie,N/A,Mehrdad Oskouei,2016,tt5350800,8,165,5328,
"Nikolaj Coster-Waldau, Omari Hardwick, Lake Bell, Jon Bernthal",N/A,N/A,USA,17-Oct-17,Ric Roman Waugh,"Crime, Drama, Thriller",7.3/10,English,59/100,59,A newly released prisoner is forced by the leaders of his gang to orchestrate a major crime with a brutal rival gang on the streets of Southern California.,https://m.media-amazon.com/images/M/MV5BMGY0YTM3MjItZmExMy00NDgyLThjNzUtZWQ1MzY2NGRmMjZhXkEyXkFqcGdeQXVyMzYyMzE1NjA@._V1_SX300.jpg,Saban Films,R,18-Aug-17,TRUE,65%,121 min,Shot Caller,movie,http://www.sabanfilms.com/films/shot-caller/,Ric Roman Waugh,2017,tt4633690,7.3,"49,951",5329,
"Tiffany Haddish, Kevin Hart, Taran Killam, Romany Malco",N/A,N/A,USA,N/A,Malcolm D. Lee,Comedy,5.5/10,English,43/100,43,A group of troublemakers are forced to attend night school in hope that they'll pass the GED exam to finish high school.,https://m.media-amazon.com/images/M/MV5BYzEyYzg5N2YtZmYzZC00OTg0LWE3ZmYtNDZhMGFkOTBjOTYxXkEyXkFqcGdeQXVyNDg2MjUxNjM@._V1_SX300.jpg,Universal Pictures,PG-13,28-Sep-18,TRUE,,111 min,Night School,movie,https://www.nightschoolmovie.com/,"Kevin Hart, Harry Ratchford, Joey Wells, Matthew Kellard, Nicholas Stoller, John Hamburg",2018,tt6781982,5.5,"2,104",5330,
"Lucas Neff, Artemis Pebdani, Angela Trimbur, Kristin Archibald",N/A,N/A,USA,N/A,Doug Archibald,"Comedy, Drama",4.1/10,English,,N/A,Krystal and her twin brother/roommate confront twenty-eight years of their codependency when they start dating the same guy.,https://m.media-amazon.com/images/M/MV5BNTdkZjM4OTUtNWNhNC00OTZkLTkxMDEtNTJlMGM0YzFmMjYzXkEyXkFqcGdeQXVyMjI2NDEwMzU@._V1_SX300.jpg,N/A,NOT RATED,9-Jun-17,TRUE,,90 min,I Love You Both,movie,N/A,"Doug Archibald, Kristin Archibald",2016,tt4590092,4.1,394,5331,
"Maika Monroe, Cody Fern, Jennifer Garner, Justin Kirk",1 win.,N/A,USA,10-Apr-18,"Brendan Malloy, Emmett Malloy",Drama,5.7/10,English,49/100,49,"When the situation at her idyllic Palos Verdes home turns volatile, young Medina attempts to surf her way to happiness.",https://m.media-amazon.com/images/M/MV5BMjI5NTMyNjUyM15BMl5BanBnXkFtZTgwMTQxODcwNDI@._V1_SX300.jpg,IFC Films,R,1-Dec-17,TRUE,62%,104 min,The Tribes of Palos Verdes,movie,N/A,"Karen Croner (screenplay by), Joy Nicholson (based on the novel by)",2017,tt1507571,5.7,"1,100",5332,
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Year not match!,N/A,N/A,Shakespeare Wallah ,N/A,N/A,N/A,2017,N/A,N/A,N/A,5333,
"Christopher Gorham, Julian Feder, Kaitlin Doubleday, Andrew Bowen",11 wins & 2 nominations.,N/A,USA,N/A,John Asher,"Drama, Fantasy",7.6/10,English,47/100,47,"After his wife dies of cancer, an overworked engineer struggles to care for his son with autism. His son in response to bullying regresses into a fantasy world escape.",https://images-na.ssl-images-amazon.com/images/M/MV5BMThhYjFjMzctN2U1OS00OTEyLTk0MDMtNjczNDEyMjVmYzI2XkEyXkFqcGdeQXVyMTM2MzgyOTU@._V1_SX300.jpg,N/A,PG,1-Sep-17,TRUE,,95 min,A Boy Called Po,movie,N/A,"Colin Goldman (screenplay), Colin Goldman (story), Steve C. Roberts (story)",2016,tt1401621,7.6,807,5334,
"Nicolas Cage, Anna Hutchison, Talitha Eliana Bateman, Deborah Kara Unger",N/A,"$4,526",USA,15-Sep-17,Johnny Martin,"Action, Crime, Drama",5.2/10,English,,N/A,A gulf war veteran seeks vengeance against those who assaulted a single mother.,https://m.media-amazon.com/images/M/MV5BZGY2MDBiM2UtZTU4NC00OTU4LTg4ZjUtNTQxM2Q5Mzg3N2Q2XkEyXkFqcGdeQXVyMjAyNjIzOQ@@._V1_SX300.jpg,Patriot Pictures,TV-MA,15-Sep-17,TRUE,,99 min,Vengeance: A Love Story,movie,N/A,"John Mankiewicz (screenplay by), Joyce Carol Oates (based upon the Novel "" Rape: A Love Story"" by)",2017,tt5460530,5.2,"4,656",5335,
N/A,N/A,N/A,USA,N/A,Kirk Simon,Documentary,N/A,English,N/A,N/A,"The Pulitzer at 100, by Oscar and Emmy winning director Kirk Simon, is a ninety-minute independent documentary released in the Pulitzer's 100th year. The film is told through the riveting ...",https://images-na.ssl-images-amazon.com/images/M/MV5BNWFjMzg2NTYtYWRlOC00ODE2LTk2ZWEtYTNlODI3OGM2YmU1XkEyXkFqcGdeQXVyNjc3ODEwMzA@._V1_SX300.jpg,N/A,N/A,6-Nov-16,TRUE,N/A,91 min,The Pulitzer at 100,movie,N/A,N/A,2016,tt5843574,N/A,N/A,5336,
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Movie not found!,N/A,N/A,German Concentration Camps Factual Survey,N/A,N/A,N/A,2017,N/A,N/A,N/A,5337,
"Arnold Schwarzenegger, Martyn Ford, Kai Greene, Calum Von Moger",N/A,N/A,USA,12-May-17,Vlad Yudin,Documentary,6.1/10,English,,N/A,Filmmaker Vlad Yudin follows several body builders as they struggle to find success in a competitive industry.,https://m.media-amazon.com/images/M/MV5BZWQ2ZWI0MDUtNmQ0NC00YjJjLTlkMWMtODg5YzgxYjAyYjc5XkEyXkFqcGdeQXVyNDMxNTQ3MTk@._V1_SX300.jpg,N/A,PG-13,12-May-17,TRUE,,106 min,Generation Iron 2,movie,N/A,"Michael Kupisk (additional writing), Vlad Yudin",2017,tt6263642,6.1,"1,359",5338,
"Robert Cannon, Brenda Vaccaro, Justin Lee, Mark Gagliardi",N/A,N/A,USA,N/A,Robert Cannon,"Comedy, Drama, Romance",N/A,English,N/A,N/A,"When his wife dies giving birth to their first child, a man starts playing tennis in an effort to hold onto her memory. He neglects his newborn daughter and focuses on winning tennis ...",http://ia.media-imdb.com/images/M/MV5BMjE0MTk0ODQ5M15BMl5BanBnXkFtZTgwOTY4OTE5MDE@._V1_SX300.jpg,Indie Rights,N/A,N/A,TRUE,N/A,103 min,30-Love,movie,http://30-lovefilm.com/,"Robert Cannon, Robert Cannon, Ira Heffler, Ira Heffler",2015,tt3421318,N/A,N/A,5339,
"Joe Anderson, John Schneider, Kevin Gage, Gary Stretch",5 wins & 6 nominations.,"$3,229",USA,20-Jan-17,Sean Brosnan,"Action, Drama",5.6/10,"American Sign Language, English",42/100,42,"Deaf since having his hearing knocked out at the age of 12, Asher has been training for almost two decades to avenge himself on Ivan, the man that killed his older brother, 21 years ago. ...",https://m.media-amazon.com/images/M/MV5BMjQ2NzA1ODg0OV5BMl5BanBnXkFtZTgwMDgxNzQ4MDI@._V1_SX300.jpg,KnightMarcher,N/A,20-Jan-17,TRUE,69%,102 min,My Father Die,movie,http://myfatherdie.com/,"Sean Brosnan, Sean Brosnan",2016,tt4242100,5.6,791,5340,
"Julian Schaffner, John Cusack, Carmen Argenziano, Eileen Grubba",N/A,N/A,"Switzerland, USA",N/A,Robert Kouba,"Action, Adventure, Drama",4.0/10,English,,N/A,"In 2020, Elias van Dorne (John Cusack), CEO of VA Industries, the world's largest robotics company, introduces his most powerful invention--Kronos, a super computer designed to end all wars...",https://m.media-amazon.com/images/M/MV5BMGZlNTkyNTktZWIyZi00MmU4LWJiZTAtNjE5NzM3NWI5NTk1XkEyXkFqcGdeQXVyMjEwNTc1Mzc@._V1_SX300.jpg,N/A,PG-13,24-Nov-17,TRUE,,92 min,Singularity,movie,N/A,"Robert Kouba, Robert Kouba (story), Sebastian Cepeda (story)",2017,tt7312940,4,"11,527",5341,
"Robert Knepper, Chelsea Rendon, Emilio Rivera, Tamara Duarte",7 wins & 10 nominations.,N/A,"USA, Canada",30-Jan-18,April Mullen,"Action, Drama, Romance",8.5/10,English,,N/A,A violent greaser gang is ripped apart when their leader finds love and is determined to leave Badsville - a town where love doesn't exist.,https://ia.media-imdb.com/images/M/MV5BYzMxNTBiYjktOTNhOC00MjBlLWJkNjYtMjUxZjQ1NzZiNmY0XkEyXkFqcGdeQXVyMTcwMjE4MTQ@._V1_SX300.jpg,Epic Pictures Releasing,N/A,20-Oct-17,TRUE,,97 min,Badsville,movie,https://epic-pictures.com/film/badsville,"Benjamin Barrett, Ian McLaren",2017,tt4843618,8.5,71,5342,
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Year not match!,N/A,N/A,Dreamboat,N/A,N/A,N/A,2017,N/A,N/A,N/A,5343,
"Charo Santos-Concio, John Lloyd Cruz, Michael De Mesa, Nonie Buencamino",3 wins & 24 nominations.,N/A,Philippines,N/A,Lav Diaz,Drama,7.8/10,"English, Japanese, Filipino",83/100,83,"After 30 years of wrongful imprisonment, a woman plans to take revenge on her former lover.",https://images-na.ssl-images-amazon.com/images/M/MV5BODFjNjg2ZWEtMjlhOS00MjU0LWFhYTItNDkwYzQyMGU1NTFhXkEyXkFqcGdeQXVyODM3MjA1NA@@._V1_SX300.jpg,N/A,N/A,28-Sep-16,TRUE,,226 min,The Woman Who Left,movie,N/A,"Lav Diaz (screenplay), Leo Tolstoy (inspired by his short story ""God Sees the Truth,  But Waits"")",2016,tt5843990,7.8,639,5344,
"Collette Wolfe, Sam Huntington, Carollani Sandberg, Carolyn Cox",N/A,N/A,USA,19-Sep-17,Michael Cross,Comedy,5.1/10,English,,N/A,A woman and man compete in an unusual race for mayor when gender roles magically reverse.,https://m.media-amazon.com/images/M/MV5BMTU0MjM2OTI4N15BMl5BanBnXkFtZTgwMzA4MzIyMDI@._V1_SX300.jpg,Cross Films,PG-13,10-Nov-16,TRUE,,80 min,Second Nature,movie,N/A,"Michael Cross, J.C. Ford, Edi Zanidache",2016,tt5126654,5.1,258,5345,
N/A,N/A,N/A,UK,N/A,"Billy Chainsaw, Chris Collier","Short, Horror",N/A,N/A,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BN2QwN2ZjOTItZDk4ZC00ZmVhLWJiM2YtYmY5YmY4MTA3OTJlXkEyXkFqcGdeQXVyMTE4NjUwNDM@._V1_SX300.jpg,N/A,N/A,12-Jan-17,TRUE,N/A,N/A,Bugs,movie,N/A,"Billy Chainsaw, Chris Collier",2017,tt5830732,N/A,N/A,5346,
"Quni Ciren, Kimba, Siano Dudiom Zahi",1 win & 7 nominations.,"$3,555",China,12-Sep-17,Yang Zhang,Drama,6.7/10,Tibetan,,N/A,A killer is entrusted with a sacred mission.,https://ia.media-imdb.com/images/M/MV5BYTFiOTVmMzAtZmZlNS00Yjk5LWExODgtYjdlOTFiYzIyZTNiXkEyXkFqcGdeQXVyNTk5NDY3Mw@@._V1_SX300.jpg,N/A,N/A,22-Oct-16,TRUE,88%,142 min,Soul on a String,movie,N/A,"Yang Zhang, Zhaxidawa",2016,tt5974624,6.7,131,5347,
"Rachael Perrell Fosket, Michael Draper, Sonya Davis, Brian Sutherland",N/A,N/A,USA,N/A,Ryan Graves,Drama,8.0/10,English,,N/A,A young married couple struggles to stay together after the husband suffers a crisis of faith.,https://images-na.ssl-images-amazon.com/images/M/MV5BOTM2MjA3NTY4MF5BMl5BanBnXkFtZTgwMjA5NjExNzE@._V1_SX300.jpg,N/A,N/A,27-Jan-17,TRUE,,83 min,Emily,movie,N/A,"Kelly McCrillis (story by), Ryan Graves (story by), Ryan Graves",2017,tt4393036,8,7,5348,
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Year not match!,N/A,N/A,La Belle Noiseuse ,N/A,N/A,N/A,2017,N/A,N/A,N/A,5349,
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Year not match!,N/A,N/A,Who's Crazy? ,N/A,N/A,N/A,2017,N/A,N/A,N/A,5350,
"Joan Rivers, Michael Beckwith, Shannon Brunson-Killian, Janet L. Burns",N/A,N/A,USA,N/A,Scott Jacobs,Documentary,8.2/10,English,,N/A,"Dr. Pamela Dee is on a mission to ""Save The Menopausal Vaginas of America!"" Her goal is to de-stigmatize Menopause and start the ""Menopause Romance Revolution.""",https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5MzM2NTM5NF5BMl5BanBnXkFtZTgwNTM1NDY2NDE@._V1_SX300.jpg,N/A,N/A,3-Jun-16,TRUE,,N/A,"Love, Sweat and Tears",movie,N/A,N/A,2016,tt4138020,8.2,13,5351,
"Sveva Alviti, Riccardo Scamarcio, Jean-Paul Rouve, Niels Schneider",N/A,N/A,France,N/A,Lisa Azuelos,"Biography, Drama, Music",6.9/10,"French, Italian, English, Arabic",,N/A,"Based on the true story of acclaimed music icon ""Dalida"" born in Cairo, who gained celebrity in the 50s, singing in French, Spanish, Arabic, Hebrew, German, Italian, playing in awarded ...",https://m.media-amazon.com/images/M/MV5BZjIzYjk3OTItZWUwZC00NzI5LWI4NDgtOTBhMjIxZWU2ZDkxXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg,N/A,PG,1-Sep-17,TRUE,,127 min,Dalida,movie,N/A,"Catherine Rihoit (book), Orlando (book), Lisa Azuelos (scenario), Orlando (collaboration), Jacques Pessis (collaboration)",2016,tt5039860,6.9,"1,715",5352,
N/A,3 wins & 4 nominations.,"$2,753","Palestine, Qatar, UK, Denmark, Canada, USA",10-Feb-17,Amber Fares,"Documentary, Adventure, Drama",7.1/10,Arabic,65/100,65,The Speed Sisters are the first all-women race car driving team in the Middle East. They're bold. They're fearless. And they're tearing up tracks all over Palestine.,https://images-na.ssl-images-amazon.com/images/M/MV5BNjA5MDEyMzY2M15BMl5BanBnXkFtZTgwNjAwNzI1NTE@._V1_SX300.jpg,SocDoc Studios,N/A,27-Jan-17,TRUE,91%,78 min,Speed Sisters,movie,http://speedsisters.tv/,N/A,2015,tt4154728,7.1,158,5353,
"Amy Acker, David Arquette, Adan Canto, June Squibb",N/A,N/A,USA,10-Nov-17,Brandon Dickerson,"Comedy, Drama, Romance",4.5/10,English,36/100,36,"With his marriage and career against the ropes, dejected author Jack Spencer travels with his wife, Amanda, to an isolated glamping retreat in search of a spark. When a surprise double ...",https://m.media-amazon.com/images/M/MV5BYzk4ZTU0ZjEtNDg1My00MzNmLWJjMWMtNTBmOWJiMTI5OTU0XkEyXkFqcGdeQXVyNDA1NDA2NTk@._V1_SX300.jpg,Spiral Films,TV-MA,23-Apr-18,TRUE,40%,94 min,Amanda & Jack Go Glamping,movie,N/A,Brandon Dickerson,2017,tt5578150,4.5,329,5354,
"Lili Simmons, Noureen DeWulf, Jack Cutmore-Scott, Brandon Scott",N/A,N/A,"Singapore, USA",N/A,David Chirchirillo,Thriller,5.6/10,N/A,,N/A,An internet-dating playboy's life spirals out of control after meeting a woman online.,https://m.media-amazon.com/images/M/MV5BNGI5ZjEzZWYtY2U2NS00MDY4LWFhNjItOWVjY2Y5ZjU2NDQ3XkEyXkFqcGdeQXVyMTY2NTQ3ODc@._V1_SX300.jpg,N/A,TV-MA,3-Nov-17,TRUE,100%,90 min,Bad Match,movie,N/A,David Chirchirillo,2017,tt5990066,5.6,"1,639",5355,
Andy Serkis,N/A,N/A,UK,N/A,Max Crow,"Documentary, Short",N/A,English,N/A,N/A,N/A,http://ia.media-imdb.com/images/M/MV5BMTQ0NTgxNDc2NF5BMl5BanBnXkFtZTgwMjU2MDEyNjE@._V1_SX300.jpg,N/A,N/A,1-Sep-15,TRUE,N/A,N/A,We Are Stars: Planetarium Dome Show,movie,N/A,N/A,2015,tt4807592,N/A,N/A,5356,
"Ellen Hollman, Stephen Lang, Jackson Rathbone, Jamie-Lynn Sigler",N/A,N/A,USA,N/A,Richard Gabai,Western,4.1/10,N/A,,N/A,A U.S. Marshal seeking justice for his brother's murder defends a small town from a corrupt Mayor and his henchmen with intents to revive the civil war.,https://m.media-amazon.com/images/M/MV5BMDc5M2MyNWQtZWNkNy00YWIyLWIxYjMtZDc2NzdmNmVlNWViXkEyXkFqcGdeQXVyNjgyNzI2ODQ@._V1_SX300.jpg,N/A,R,15-Sep-17,TRUE,,92 min,Justice,movie,N/A,"John Lewis, Shawn Justice, D.C. Rahe, Jeff Seats",2017,tt5143890,4.1,633,5357,
"Tahar Rahim, Emmanuelle Seigner, Anne Dorval, Bouli Lanners",8 nominations.,"$3,176","France, Belgium",29-Aug-17,Katell QuillÃ©vÃ©rÃ©,Drama,7.0/10,French,82/100,82,"A single devastating event intertwines inextricably the lives of an unfortunate teenager, a weary woman with a critical degenerative heart condition and a team of compassionate doctors; all perfect strangers, perfectly interconnected.",https://m.media-amazon.com/images/M/MV5BMzBmYWY2MjAtZDY3Ni00Nzc3LTlhOTEtNjg5NTAyNzlkYmQ5XkEyXkFqcGdeQXVyMjUzMTYzMDI@._V1_SX300.jpg,Cohen Media Group,NOT RATED,1-Nov-16,TRUE,91%,103 min,Heal the Living,movie,http://cohenmedia.net/films/heal-the-living,"Maylis De Kerangal (novel), Katell QuillÃ©vÃ©rÃ© (screenplay), Gilles Taurand (screenplay)",2016,tt5096536,7,"2,003",5358,
"Ellie Kendrick, David Troughton, Jack Holden, Joe Blakemore",1 win & 6 nominations.,N/A,UK,N/A,Hope Dickson Leach,Drama,6.4/10,English,81/100,81,"Somerset, October 2014. When Clover Catto (Ellie Kendrick) receives a call telling her that her younger brother Harry (Joe Blakemore) is dead, she must return to her family farm and face ...",https://ia.media-imdb.com/images/M/MV5BZGRlNTg2ZDYtYWQ5Zi00ODA5LWE5ZDAtYTQ1MjcyNWVjZjNjXkEyXkFqcGdeQXVyMTY3NjY1NjQ@._V1_SX300.jpg,N/A,R,24-Mar-17,TRUE,,83 min,The Levelling,movie,N/A,Hope Dickson Leach,2016,tt5158522,6.4,"1,782",5359,
"Tailinh Agoyo, Isabella Blake-Thomas, Ryan Jason Cook, Leedy Corbin",1 nomination.,N/A,"USA, UK",1-Dec-17,Amy Glazer,"Adventure, Drama, Family",6.3/10,English,,N/A,An 11 year old girl searches for a missing rare book from her grandmother's (Holland Taylor) library and tries to understand why her family is fractured the way it is during a memorable ...,https://images-na.ssl-images-amazon.com/images/M/MV5BMjVmOThjN2MtZTU1MS00Y2MzLWE4NTctOTJmM2EzOTY3NjE0XkEyXkFqcGdeQXVyNTE4Mzc4MjM@._V1_SX300.jpg,Leomark Studios,N/A,7-Oct-16,TRUE,56%,90 min,Kepler's Dream,movie,https://www.keplersdream.com/,"Sylvia Brownrigg, Ann Cummins, Amy Glazer, Vijay Rajan",2016,tt3906724,6.3,6,5360,
"Kristina Emerson, John Schneider, Andrew Divoff, Steven Brand",N/A,N/A,USA,N/A,Miles Doleac,Horror,3.3/10,English,,N/A,"Celebrated fiction writer and former priest, Colin Hampstead, and his wife, Kayleigh, are tormented by the ghost of her late sister, as the details of her grisly death are slowly uncovered.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjVhNDdjMWItNWI4Zi00YzU1LWJmNGUtODE0MGUzMmQ5ZTEzXkEyXkFqcGdeQXVyMTU1Nzk5MA@@._V1_SX300.jpg,Uncork'd Entertainment,NOT RATED,6-Oct-17,TRUE,40%,105 min,Demons,movie,https://www.demonsmovie.com/,Miles Doleac,2017,tt6175486,3.3,234,5361,
